Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Log2(WT/Mock),p_WT/Mock,q_WT/Mock,Log2(ΔVif/Mock),p_ΔVif/Mock,q_ΔVif/Mock,Log2(WT/ΔVif),p_WT/ΔVif,q_WT/ΔVif,A_Mock,B_Mock,C_Mock,A_WT,B_WT,C_WT,A_ΔVif,B_ΔVif,C_ΔVif
Q96AG3,SLC25A46,Solute carrier family 25 member 46,Homo sapiens,High,0,3.93441764475307,8,0.09050016567274,0.52542514524138,0.768567641020672,0.108345994141063,0.447736853761405,0.682114261013608,-0.017756787850452,0.896742767542188,0.999925600286854,835.1,962.4,929.8,815.7,978.3,1129.5,855.6,1049.3,1042.7
P05141,SLC25A5,ADP/ATP translocase 2,Homo sapiens,High,0,4.86643503317911,12,0.075267869354602,0.436136788434354,0.701907727509031,-0.06612928134039,0.495010721222926,0.719973519142118,0.141896997125146,0.162131576413181,0.999925600286854,8139,8464.6,7803.9,9077.6,7767.2,8927,7993.7,8227.7,7124.3
Q9H1U9,SLC25A51,Solute carrier family 25 member 51,Homo sapiens,High,0,3.10116258221484,2,0.082378888766724,0.601999376448537,0.817317770278617,0.097878871855873,0.536527491421754,0.750714794133427,-0.015118425908253,0.92079546901048,0.999925600286854,123.9,121,159,137.4,130.3,158,145.4,120.4,166.9
P12236,SLC25A6,ADP/ATP translocase 3,Homo sapiens,High,0,4.20291041829691,4,0.021687786135806,0.824117015143798,0.924857617479865,-0.109306792842622,0.27858258919425,0.53554838731441,0.130773965946069,0.200734043920463,0.999925600286854,1758.8,1935.5,1726,1761.9,1728.9,2017.7,1631,1810.5,1585.2
P50443,SLC26A2,Sulfate transporter,Homo sapiens,High,0,2.73782850589578,2,0.018816704360564,0.821428002909636,0.924114055452224,-0.139602146954211,0.124125412128966,0.348426818370633,0.158540109911324,0.086251593428362,0.999925600286854,57.5,67.4,62.5,63.7,62.5,63.3,56.1,59.7,54.1
Q9BXS9,SLC26A6,Solute carrier family 26 member 6,Homo sapiens,High,0,3.5449109978823,6,0.22841242275043,0.29682725958958,0.584025894427373,0.193316494752232,0.372860000682775,0.620401283485475,0.035406250248485,0.868488878262766,0.999925600286854,331.7,298.6,424.9,378.4,362,494,363.3,331.4,522.5
O14975,SLC27A2,Very long-chain acyl-CoA synthetase,Homo sapiens,High,0,4.07127062051794,18,0.5092613564417,0.001537847441492,0.029339193596355,0.550691005550011,0.000929640684548,0.020238093615348,-0.041768048772096,0.719352389575086,0.999925600286854,1006.4,1066.5,951.3,1334.4,1660.4,1328.7,1367.1,1616.5,1452.1
Q6P1M0,SLC27A4,Long-chain fatty acid transport protein 4,Homo sapiens,High,0,4.24355393217758,17,-0.093966257990245,0.553801647840119,0.786856279397689,-0.029027198068861,0.853309598484272,0.93225909301893,-0.065207765352135,0.680895452052192,0.999925600286854,1939.1,1866.2,2173,1735.1,1701.5,2191.3,1855.8,1669.7,2389.1
Q99808,SLC29A1,Equilibrative nucleoside transporter 1,Homo sapiens,High,0,3.83881761898233,6,-0.338097661250765,0.017377193054282,0.126726710540968,-0.395626826724394,0.007941132844502,0.073595641061535,0.058057953305779,0.62932606883296,0.999925600286854,863.6,815.8,1029.2,732.9,648.3,755.6,692.3,621.2,740.6
P11166,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",Homo sapiens,High,0,4.12945141581878,5,0.047967780544948,0.702356964997792,0.868980950736463,0.15913763328528,0.222517155813075,0.47790925161807,-0.111119428789578,0.382747917918877,0.999925600286854,1515.3,1309,1444.3,1541.1,1610.3,1275.1,1773.7,1585.6,1418.2
Q9BYW1,SLC2A11,"Solute carrier family 2, facilitated glucose transporter member 11",Homo sapiens,Medium,0,2.61447536609039,2,0.202462821522978,0.512353453879596,0.761702222464581,0.290322051438702,0.350401907038862,0.599335817270866,-0.088944861077244,0.768316881680741,0.999925600286854,30,33,62.5,46.3,55,36.9,46.5,39,62.4
Q96QE2,SLC2A13,Proton myo-inositol cotransporter,Homo sapiens,High,0,2.31931430409051,1,1.3453778602108,4.36651653086057E-05,0.003282351528967,1.27309271284116,6.86820531001711E-05,0.004646605053969,0.079393065454532,0.668697264009377,0.999925600286854,11.4,15.5,8.8,30.5,30.4,27.9,26.1,29,29
P11169,SLC2A3,"Solute carrier family 2, facilitated glucose transporter member 3",Homo sapiens,High,0,4.09279430712906,8,0.28063204046353,0.057177232626583,0.246144767964169,0.355900786063217,0.022325571295522,0.131604155190426,-0.075297697507292,0.573205357765136,0.999925600286854,1335.1,1177.5,1034.8,1612.8,1464.3,1235.5,1498.9,1611.6,1411.6
Q9UGQ3,SLC2A6,"Solute carrier family 2, facilitated glucose transporter member 6",Homo sapiens,Medium,0,2.35295391171009,1,0.465486006585223,0.026337283180986,0.15952920494268,0.097177022468924,0.588361257520296,0.781549201010573,0.367800276444533,0.06496398658187,0.999925600286854,19.2,26,20.2,26,30.4,33.4,18.7,27.5,24
Q9Y6M5,SLC30A1,Zinc transporter 1,Homo sapiens,High,0,3.660286665316,6,-0.06568356862132,0.858872732993198,0.940037355687835,-0.259397413682654,0.491284314457549,0.717510054077406,0.19362594504068,0.605762278580612,0.999925600286854,480.9,401.1,738.2,452.5,336.1,816,411.7,334.5,602.9
Q8TAD4,SLC30A5,Zinc transporter 5,Homo sapiens,High,0,3.71622878416994,8,-0.10011285032049,0.451698134811306,0.714768818939446,0.011988999098345,0.927196899303759,0.965509913494738,-0.112157631152065,0.401557925411804,0.999925600286854,629.2,515.6,623.8,503.1,555.7,587.4,537.1,555.9,694.9
Q6NXT4,SLC30A6,Zinc transporter 6,Homo sapiens,High,0,3.63525246364185,3,-0.038976097576463,0.719418525586196,0.878340946813376,-0.031126323759894,0.778931716966059,0.89318180583005,-0.008408024253103,0.936831843546196,0.999925600286854,480.7,473.9,505,427.8,477.9,517.9,438.6,452.1,543.8
Q8NEW0,SLC30A7,Zinc transporter 7,Homo sapiens,High,0,4.10586428841884,8,0.146774962481523,0.228275330629449,0.515318668605237,0.275817177214218,0.038969403106886,0.181082365839485,-0.128803770213052,0.286514763134142,0.999925600286854,1221.3,1197.6,1426.8,1301.4,1540.4,1413.3,1419,1495.4,1745.2
Q6PML9,SLC30A9,Zinc transporter 9,Homo sapiens,High,0,3.89671356301925,12,0.183995413000306,0.20957087703599,0.492843451319816,0.353710575891465,0.029924727810099,0.153731297365551,-0.169455262039847,0.247214771999374,0.999925600286854,857.6,689.1,759.7,956.7,768,897.1,1048.2,829.2,1077.8
O15431,SLC31A1,High affinity copper uptake protein 1,Homo sapiens,High,0,3.02616540883925,1,-0.192285515399701,0.079853795131231,0.294594852424151,-0.200643690437739,0.069200720003792,0.253064587290375,0.008487142939992,0.930337208047035,0.999925600286854,125.4,129.5,131.3,113,115.4,109.7,128.8,100.9,108.1
O00400,SLC33A1,Acetyl-coenzyme A transporter 1,Homo sapiens,High,0,3.9522740790803,10,-0.1030021998101,0.432495007841973,0.699945015294727,-0.047748808351182,0.712976860531613,0.856078018837266,-0.055140880848892,0.668558131925729,0.999925600286854,1020.6,1015.9,1042,919.2,898.1,1055.5,886.4,913.6,1208
P78382,SLC35A1,CMP-sialic acid transporter,Homo sapiens,Medium,0,3.00285692606112,1,-0.140684904862633,0.670073837751517,0.850962612415942,0.005486456980699,0.986714139452048,0.994215915715231,-0.146319332883677,0.658189579459991,0.999925600286854,85.6,144.3,112.8,66.6,124,125.8,77.1,134.8,135.6
A0A0U1RR48,SLC35A2,UDP-galactose translocator (Fragment),Homo sapiens,Medium,0,2.69583177282669,2,-0.012116516281303,0.940455740632018,0.977048113545373,0.072547573762605,0.65865139571156,0.827903247860964,-0.085717443672717,0.606598435930645,0.999925600286854,60.2,43.9,59.5,53.9,57,49.9,50,53,69
P78381,SLC35A2,UDP-galactose translocator,Homo sapiens,Medium,0,3.25787048582321,1,-0.432168266709897,0.046718846356784,0.220353179962,-0.314028843109296,0.127739877710897,0.353961003297837,-0.117886783018009,0.541841628920826,0.999925600286854,212.4,230.6,264.3,137.5,202.5,189.2,153.9,190.1,230.3
Q9Y2D2,SLC35A3,UDP-N-acetylglucosamine transporter,Homo sapiens,High,0,2.93525528178405,2,0.0294275167146,0.902716873463276,0.958525072753571,0.142475715717266,0.555880143534451,0.763686918729643,-0.113250926610238,0.638502185975828,0.999925600286854,89.8,102.3,80.3,67.4,91.3,127.4,79.4,109.6,114
L0R6Q1,SLC35A4,Alternative protein SLC35A4,Homo sapiens,High,0,3.69177969359958,4,0.516513039104323,0.001212248676698,0.025385064551322,0.610073509648695,0.000398229238988,0.012805716619465,-0.093526652321787,0.413489145457809,0.999925600286854,417.4,393.4,429.1,572.9,644.4,558.5,618.2,559.1,724.9
Q8TB61,SLC35B2,Adenosine 3'-phospho 5'-phosphosulfate transporter 1,Homo sapiens,High,0,3.65290357228488,5,-0.143768327771339,0.343681495640133,0.628284920838697,-0.251185273059664,0.11532001419972,0.334426256437764,0.107258095787296,0.473480129605039,0.999925600286854,466.4,604.8,567.3,449,516.4,511.9,388.2,540.1,452.7
Q9H1N7,SLC35B3,Adenosine 3'-phospho 5'-phosphosulfate transporter 2,Homo sapiens,Medium,0,2.67348169707335,1,0.342155256255976,0.017964670651182,0.129212025959152,0.297794923340974,0.0327877418371,0.163845562191643,0.043307178775716,0.716088467311244,0.999925600286854,45.3,46,43.1,57.3,57.7,55.3,49.7,50.1,67
Q96A29,SLC35C1,GDP-fucose transporter 1,Homo sapiens,High,0,3.69216807917055,4,-0.038677370706115,0.790043385615609,0.909956990111221,-0.183231403318392,0.226927065830931,0.481694957079095,0.144196196465602,0.332586140479354,0.999925600286854,495,608.8,620.2,507.6,620.1,547.9,436.9,592.8,493
Q9NQQ7,SLC35C2,Solute carrier family 35 member C2,Homo sapiens,Medium,0,2.17926446433903,1,-0.322887825727464,0.13293013186014,0.388587718861176,-0.418859775231153,0.061609109116117,0.237030671336941,0.098103270327777,0.637331636167613,0.999925600286854,23.3,17.5,18.3,14.3,12.8,20.8,16.2,12.6,15.3
Q9NTN3,SLC35D1,UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter,Homo sapiens,High,0,2.49762064978129,2,0.367672025728342,0.11869329433053,0.367314399590785,0.531804616831118,0.034417785722043,0.168472113527339,-0.164047365673362,0.457644677950095,0.999925600286854,25,25,33.8,32.1,44.4,31.8,32.4,37.6,52.4
Q96K37,SLC35E1,Solute carrier family 35 member E1,Homo sapiens,High,0,3.69163837632371,5,0.060857504288685,0.737650406426637,0.887016041088634,-0.005598224879036,0.975485397428604,0.988637251715208,0.066996395643744,0.714847515729112,0.999925600286854,443.2,584,588.6,523.3,618.4,534.7,490.6,686.2,447.3
Q7Z769,SLC35E3,Solute carrier family 35 member E3,Homo sapiens,Medium,0,3.01865889758552,1,0.526196017748932,0.007350772363727,0.076418490471606,0.395134715336992,0.02888279060878,0.150573626407525,0.130995023163761,0.408615849114322,0.999925600286854,88.3,93,94.8,110.5,161.6,130.2,116.2,142,107.3
Q8IXU6,SLC35F2,Solute carrier family 35 member F2,Homo sapiens,High,0,3.5700757053216,3,-0.43365960330975,0.011317268170175,0.099237660574964,-0.375596935671838,0.022466954974082,0.132171818727122,-0.057841455240482,0.675527165431769,0.999925600286854,456,538.8,481.5,355.7,364.7,369.7,322.7,358.1,468.8
Q6YBV0,SLC36A4,Proton-coupled amino acid transporter 4,Homo sapiens,High,0,2.93328477234869,1,-0.434376762614938,0.051432781861886,0.23269100641733,-0.50352396369562,0.028688262208227,0.149829730475864,0.069693023785058,0.725296157293592,0.999925600286854,95.7,142.4,113.2,77.8,98.1,82,65.5,101.3,81.6
Q8NCC5,SLC37A3,Sugar phosphate exchanger 3,Homo sapiens,High,0,2.67660216958202,1,0.06930325270454,0.867425239153379,0.943599873636854,-0.104253073831557,0.796987321697471,0.902240120263774,0.17305325004098,0.672639823486937,0.999925600286854,35.9,49,73.3,35.2,52.5,80.3,30.2,50.7,67.8
O43826,SLC37A4,Glucose-6-phosphate exchanger SLC37A4,Homo sapiens,High,0,3.68163011868853,3,0.359163672680568,0.011829876750054,0.10183969414483,0.745413884734107,0.000121639517127,0.006406105108576,-0.38658420314783,0.008086214260342,0.999925600286854,342.9,420,456.2,523,482.8,548.8,654,708.8,667.8
Q9H2H9,SLC38A1,Sodium-coupled neutral amino acid transporter 1,Homo sapiens,High,0,4.18970923052257,8,-1.28022980548046,6.41509509593699E-05,0.003945507788026,-1.19183883054026,0.000109364781054,0.006145037570103,-0.08832933615122,0.629479045590206,0.999925600286854,3286.7,2262.5,2833.4,1249.5,944,1245.4,1279.3,1012.3,1364.7
Q9HBR0,SLC38A10,Putative sodium-coupled neutral amino acid transporter 10,Homo sapiens,High,0,3.57234874074516,12,0.059897009586482,0.856427264405965,0.939837265837929,0.16548866087923,0.617193203529905,0.799514561637305,-0.105940970277066,0.747797223400628,0.999925600286854,293.4,381.4,490.4,308.3,395.3,509.6,294.9,391.3,670.9
Q96QD8,SLC38A2,Sodium-coupled neutral amino acid transporter 2,Homo sapiens,High,0,3.476135736551,6,-1.06358759613282,0.000819802655507,0.020162714250589,-1.10420996750154,0.000636042957222,0.016214486402224,0.041261246581384,0.849828852520893,0.999925600286854,625.8,399.6,517.8,274,187.7,276.1,252.9,194.9,264.4
Q8WUX1,SLC38A5,Sodium-coupled neutral amino acid transporter 5,Homo sapiens,High,0,4.02793642621589,7,-0.670842628670763,0.00082220002955,0.020162714250589,-0.83736067824727,0.000177293341763,0.008079248397962,0.16684407883279,0.244765085369983,0.999925600286854,1585,1439.2,1852.9,1038.5,896.4,1125.6,974.1,790.7,962
Q9NVC3,SLC38A7,Putative sodium-coupled neutral amino acid transporter 7,Homo sapiens,High,0,2.78965120879341,3,-0.010144652787561,0.958466278324534,0.985127728299573,0.067122735281165,0.7263349398566,0.864839438846607,-0.077179699630087,0.688112288276985,0.999925600286854,54,67.8,81.6,52.5,68.9,80.9,65.9,69.5,75
Q8NBW4,SLC38A9,Sodium-coupled neutral amino acid transporter 9,Homo sapiens,High,0,2.61129836229643,3,0.051507539689143,0.756563824252479,0.894592475705909,-0.141407468295554,0.409164111159481,0.651330019483736,0.19198055039112,0.266739727203996,0.999925600286854,45.1,46.2,46.5,45.7,42.5,55.6,32.6,43.6,50.8
Q9NY26,SLC39A1,Zinc transporter ZIP1,Homo sapiens,High,0,2.73901824588348,2,-0.22131184695082,0.398128711621866,0.672025770169351,-0.250796816095546,0.341981741567574,0.590325542130279,0.028426251130584,0.909801484811067,0.999925600286854,47.3,86,72,51.8,66.4,53.7,41.4,67.3,62.4
Q9ULF5,SLC39A10,Zinc transporter ZIP10,Homo sapiens,High,0,3.51748621057972,8,-0.218589316448909,0.381945601920997,0.659210719561863,-0.323959353187864,0.206528198948877,0.45869078529176,0.105296804147515,0.66743730648933,0.999925600286854,488.6,433.6,315.1,391,440.8,245.9,345.1,351.6,280.5
Q8N1S5,SLC39A11,Zinc transporter ZIP11,Homo sapiens,High,0,2.24674470972384,2,-0.113961251768415,0.582838392594053,0.806894848083264,-0.123227867209724,0.546096376276232,0.756961013293847,0.01171105818257,0.955302098129152,0.999925600286854,26.1,18.7,17.5,22.1,17.4,17.6,22.6,15,19.5
Q15043,SLC39A14,Zinc transporter ZIP14,Homo sapiens,High,0,4.00263251568728,6,-0.428201109544526,0.243255389456114,0.53320980530221,-0.415470689757348,0.256720488892675,0.514201024780478,-0.013276969517764,0.970563319827797,0.999925600286854,1034,1112.3,1876.4,858.2,812.4,1269.9,668.3,876.6,1552.7
Q9BRY0,SLC39A3,Zinc transporter ZIP3,Homo sapiens,Medium,0,3.2029240276378,1,-0.609438122036612,0.00269006562643,0.041653392930375,-0.7078389602739,0.001056530646207,0.021509692206915,0.09814947689003,0.519402736744431,0.999925600286854,221,286,199.9,150.2,155.2,152.6,126.5,137.5,166.7
Q13433,SLC39A6,Zinc transporter ZIP6,Homo sapiens,High,0,3.11102715102617,4,-0.312478281756894,0.131242851919447,0.385913121086444,-0.372458124360723,0.079323017105213,0.273508471702758,0.059982864885248,0.755320629530948,0.999925600286854,196.3,156.6,146.8,150.7,155.2,100.8,144.9,113.3,126.7
Q92504,SLC39A7,Zinc transporter SLC39A7,Homo sapiens,High,0,3.84219096741724,4,0.246102234114597,0.079719937253972,0.294347963118676,-0.044353442534644,0.729014604629427,0.865767602953749,0.290558962025123,0.044965081420871,0.999925600286854,705,725.5,765.4,953.7,763.7,896.8,832.5,629.6,681.1
Q9C0K1,SLC39A8,Zinc transporter ZIP8,Homo sapiens,High,0,3.27737997466725,2,0.195139942464527,0.650990424930681,0.843888259385115,0.481131010553732,0.279877518236976,0.536864290707569,-0.286156137221466,0.511627645546297,0.999925600286854,143.2,197.7,164.1,145.4,160.2,299.5,132.6,221.9,429.4
Q9NUM3,SLC39A9,Zinc transporter ZIP9,Homo sapiens,High,0,3.12440639974503,1,-0.234686692896027,0.173094410017627,0.447338166047616,-0.141845472347536,0.392688701962201,0.63545606645153,-0.093010577069672,0.573073463359314,0.999925600286854,172.6,152.8,155.2,159.4,149,105.9,141.1,131.7,164
P08195,SLC3A2,4F2 cell-surface antigen heavy chain,Homo sapiens,High,0,4.50133044033629,27,-0.3083420940682,0.079607142903932,0.294077313840438,-0.433389908173008,0.021885945516716,0.130499586996281,0.125152327244463,0.44227063068514,0.999925600286854,3666.6,3667,5192.4,3579.7,3406.9,3014.5,3496.5,2788.3,2907.9
P08195-3,SLC3A2,Isoform 3 of 4F2 cell-surface antigen heavy chain,Homo sapiens,High,0,3.93462972973188,6,-0.318008210805303,0.294455717211173,0.581388694597425,-0.505709448271127,0.111223063357821,0.328257329608067,0.18792682526246,0.527456626607099,0.999925600286854,959.8,842.5,1695.5,1007,1029.7,682.4,995.9,651.3,738.5
Q96GZ6,SLC41A3,Solute carrier family 41 member 3,Homo sapiens,High,0,2.80379840798967,2,0.381920484920227,0.031445669626382,0.174833475636263,0.125227861632547,0.422721206344251,0.662356248280542,0.256220454248014,0.120163832142952,0.999925600286854,55.7,64.6,66.7,80.9,78.7,83.4,68.1,83.9,54.5
O75387,SLC43A1,Large neutral amino acids transporter small subunit 3,Homo sapiens,High,0,2.22089224921952,1,-0.002871455244394,0.978359930709111,0.992169745340589,0.131073052595585,0.582076491271385,0.778328002278624,-0.13525034935519,0.564139859903929,0.999925600286854,20.9,13.4,19.6,21.2,17.5,14.6,15.4,18.8,24.9
Q8NBI5,SLC43A3,Solute carrier family 43 member 3,Homo sapiens,High,0,4.04607744770411,4,-0.253471036016767,0.173996617213326,0.448768401287743,-0.131134379217518,0.462906611631632,0.6960614890238,-0.121878958137977,0.494196446655228,0.999925600286854,1470.5,1409,1148.8,1378,980.4,1041.1,1028.9,1225.9,1436.7
Q8WWI5,SLC44A1,Choline transporter-like protein 1,Homo sapiens,High,0,3.10074952568986,3,0.072129330995328,0.773153117621196,0.900619031890409,0.050182709932771,0.842384098389709,0.927255087025969,0.021930890168466,0.928383972974617,0.999925600286854,138.1,119.6,144.2,129.6,118.4,180.6,142.4,97.2,191
Q8IWA5,SLC44A2,Choline transporter-like protein 2,Homo sapiens,High,0,3.04925679723223,4,-0.233862215345149,0.073965219656484,0.284518209701299,-0.293949234624438,0.031618207287564,0.160064995368104,0.060374520569955,0.609706141480729,0.999925600286854,133.2,133.9,152.5,112.3,119.4,124.9,110.4,100.6,132.9
Q5BKX6,SLC45A4,Solute carrier family 45 member 4,Homo sapiens,High,0,2.59868109890716,1,-0.086627365637763,0.644128881821694,0.839868919409626,-0.155107215571835,0.412947946542453,0.653907218914314,0.067325562238359,0.711941129521814,0.999925600286854,47.6,54.3,38,44.4,37.5,49.3,47.9,44.6,33.3
Q9BWU0,SLC4A1AP,Kanadaptin,Homo sapiens,High,0,4.48792844016532,31,-0.017015389697345,0.818190381840771,0.922089237351304,-0.037094543930796,0.615856422680328,0.799005345548531,0.020312330756854,0.783521916293445,0.999925600286854,3478.6,3543.8,3355.9,3441.7,3569.2,3251.5,3281.4,3478.4,3355.4
P04920,SLC4A2,Anion exchange protein 2,Homo sapiens,High,0,4.04085145401227,16,-0.325953300636096,0.027242948665686,0.162002524350718,-0.361187061423275,0.017278173074275,0.116089787767954,0.035256393063696,0.782308638885745,0.999925600286854,1419,1405.1,1425.6,994.6,1136.1,1276.6,949.2,1133.4,1246.7
Q9Y6M7,SLC4A7,Sodium bicarbonate cotransporter 3,Homo sapiens,High,0,4.17877557204541,19,-0.031217462765014,0.798762163146319,0.913422496936975,-0.04733578044287,0.699098310425835,0.851666424703277,0.016776620216239,0.894367605879614,0.999925600286854,1551.8,1647.6,1926.5,1539.7,1567,1913.5,1681.3,1527.7,1737.9
Q9Y6M7-7,SLC4A7,Isoform 7 of Sodium bicarbonate cotransporter 3,Homo sapiens,High,0,3.51964426540908,4,-0.180977701560821,0.211122890246786,0.493770641791005,-0.007480296755882,0.956755552407442,0.979927387587207,-0.174008985269261,0.228900425007912,0.999925600286854,382.3,347.3,417.9,345.8,310.1,355.1,344.4,342.3,463.4
Q9HAB3,SLC52A2,"Solute carrier family 52, riboflavin transporter, member 2",Homo sapiens,Medium,0,3.08425445911123,1,-0.143309895026844,0.461649600118434,0.723229111692487,-0.360384605249943,0.086385273377016,0.287561295792158,0.216979092554247,0.275155799698806,0.999925600286854,130.8,143.2,177,114,122,176.9,121.9,100.9,127.4
P53794,SLC5A3,Sodium/myo-inositol cotransporter,Homo sapiens,High,0,3.58138068870999,7,0.091518057037538,0.446334818186323,0.710768971078874,0.052251396731416,0.66017048636096,0.828605871855448,0.039501055731573,0.740029720392289,0.999925600286854,414.4,450.7,364.9,407.7,485.9,416.2,392,468.6,413.6
Q9Y289,SLC5A6,Sodium-dependent multivitamin transporter,Homo sapiens,High,0,3.51555595094509,3,-0.242219311495008,0.108911620494081,0.349345453378207,-0.615748338614718,0.001562264733979,0.027487680486779,0.373622711325653,0.023042556081216,0.999925600286854,382.1,458.8,470.9,375.2,362.5,366.9,326,302.7,232.5
P31641,SLC6A6,Sodium- and chloride-dependent taurine transporter,Homo sapiens,High,0,3.61246596395314,5,-0.456790406354494,0.008256241757411,0.081772124162643,-0.611911507149047,0.001509227976182,0.027033930856453,0.154787981131225,0.276764194621103,0.999925600286854,615.9,554.2,544.3,461.1,389.8,400,446.7,370.6,314.4
P48067,SLC6A9,Sodium- and chloride-dependent glycine transporter 1,Homo sapiens,High,0,2.86009832969852,2,-0.879539876081218,0.013695598125609,0.111078538684811,-0.99590455947396,0.007258455636227,0.069389257957194,0.11713206822428,0.692879548898975,0.999925600286854,148.9,79.5,128.4,66.2,52,70.9,67.6,39.7,71.4
P30825,SLC7A1,High affinity cationic amino acid transporter 1,Homo sapiens,High,0,3.82519235379955,5,-0.93043285851114,0.002857634566564,0.043245618171005,-0.904324432913077,0.003392680048431,0.044246153828271,-0.026427661453194,0.908792235019773,0.999925600286854,1207,875.1,1150.7,587.9,428,697,619.7,437.9,683.1
Q01650,SLC7A5,Large neutral amino acids transporter small subunit 1,Homo sapiens,High,0,4.07982858596205,5,-0.637734995560442,0.010692483521049,0.095375651691306,-0.379284183262463,0.087087231076314,0.288826454868221,-0.258642621439333,0.222399330235234,0.999925600286854,1724.8,1433.4,1792.7,948.4,896.9,1383.6,1146.3,1112.7,1579.1
Q92536,SLC7A6,Y+L amino acid transporter 2,Homo sapiens,High,0,3.57635286980054,3,-0.217271770663615,0.097959124156804,0.329213029025254,-0.239972326741871,0.072187482591918,0.259762172228811,0.022623572077653,0.851480717209861,0.999925600286854,439.1,500.7,450.6,354.1,452.2,393.7,368.1,370.1,441.5
Q96CW6,SLC7A6OS,Probable RNA polymerase II nuclear localization protein SLC7A6OS,Homo sapiens,High,0,3.67183905220948,5,-0.047522056889482,0.733705372768709,0.883843138405807,0.086616901003521,0.541378791264013,0.753417370675444,-0.13375509993834,0.350430535765382,0.999925600286854,485.4,558.3,501.9,436.6,624.2,451.8,524.7,563,551.3
P82251,SLC7A9,"b(0,+)-type amino acid transporter 1",Homo sapiens,Medium,0,3.46725283023607,2,-1.14299485084503,0.003702130380309,0.049710285030251,-0.555886141112355,0.088677756641803,0.291933289690229,-0.587217346697307,0.074923753254566,0.999925600286854,574.1,502.3,305.4,191,246.4,173.9,412.9,216.5,310.1
P19634,SLC9A1,Sodium/hydrogen exchanger 1,Homo sapiens,High,0,3.47089538328022,6,-0.051023164855533,0.687100009111602,0.861200595715625,-0.300929454443649,0.037194812671781,0.175970079315929,0.249408213317206,0.072564478915569,0.999925600286854,341.8,376.7,343.8,371.5,321.1,333.8,317.5,312.4,238.7
O14745,SLC9A3R1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Homo sapiens,High,0,4.54221898249992,20,-0.159169324676271,0.066204693416904,0.267956870042188,-0.163249698891043,0.060088922073987,0.234048746519359,0.004591198184157,0.953050585953037,0.999925600286854,4225.5,3869.3,4412,3869.1,3699,3623.7,3733.2,3751,3668.5
Q15599,SLC9A3R2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,Homo sapiens,High,0,2.8940944273227,1,0.584863746859215,0.015026552297892,0.11705804026569,0.494337896207008,0.031874553338674,0.160652925215893,0.091024871193301,0.649364153184485,0.999925600286854,50.4,80.9,70.9,88.6,92.3,119.4,81.5,106.5,93.1
Q92581,SLC9A6,Sodium/hydrogen exchanger 6,Homo sapiens,High,0,3.27584093990467,6,0.14060801438221,0.358439867297267,0.641419250791022,0.144900028562689,0.343924312697292,0.591940182029879,-0.004709592180153,0.975734786130531,0.999925600286854,192.3,173.6,222,194.3,228.2,223.8,220.4,179.5,253.2
Q92581-3,SLC9A6,Isoform 3 of Sodium/hydrogen exchanger 6,Homo sapiens,High,0,3.32606946658889,2,0.20856863585997,0.309055798292516,0.594733291828022,0.30703400314001,0.148141903460453,0.384338655142975,-0.097808303145933,0.624373492712179,0.999925600286854,187.6,205.8,224.7,246.4,251.1,216.5,204.7,224.6,357.3
Q96T83,SLC9A7,Sodium/hydrogen exchanger 7,Homo sapiens,High,0,3.46389298898591,4,0.016370920822204,0.951347710517691,0.982097763211322,-0.029175327713108,0.911616558817445,0.958932171589972,0.045417436429208,0.863510100224373,0.999925600286854,254.8,279.6,448.6,284,306.5,379.6,300.3,241,415.6
Q9Y2E8,SLC9A8,Sodium/hydrogen exchanger 8,Homo sapiens,High,0,2.10105935490812,2,-0.081649217155873,0.664559892770269,0.848440548416667,0.163536833513792,0.391854296398675,0.634716842566835,-0.243441701862107,0.211332619947295,0.999925600286854,15.2,13.1,12.6,12.3,16.4,10.5,15.3,12.8,18
Q8IVB4,SLC9A9,Sodium/hydrogen exchanger 9,Homo sapiens,High,0,3.2466708856907,4,0.184531209179154,0.396891325776843,0.670888173771632,0.377515646839157,0.103087428581841,0.315839782793524,-0.193127987565843,0.376749603489401,0.999925600286854,177,148.1,182.7,188.1,186.4,200.5,184.3,178.6,319
Q96BD0,SLCO4A1,Solute carrier organic anion transporter family member 4A1,Homo sapiens,High,0,3.20798424676616,3,-0.087629080251848,0.621100321293521,0.828919169313583,-0.080634656570537,0.651381647198626,0.822999797028001,-0.006600066674698,0.965443274542027,0.999925600286854,164.7,216.4,177,171.4,214.8,142.6,203.9,161.4,162.1
Q9BQI6,SLF1,SMC5-SMC6 complex localization factor protein 1,Homo sapiens,High,0,2.83619748077892,2,-1.00849185173172,0.000522913016488,0.014900912386174,-1.36467733958629,5.97001294415172E-05,0.004268801938522,0.355795766478422,0.091637015739598,0.999925600286854,112.8,135.1,113.8,62.6,44.3,76.8,47,42.2,51.2
